County,Price,State
TOMPKINS County,$3.360,NY
SCHUYLER County,$3.199,NY
BROOME County,$3.114,NY
TIOGA County,$3.170,NY
GRAHAM County,$3.006,NC
UNION County,$2.886,NC
ANSON County,$2.900,NC
WAKE County,$2.888,NC
PERSON County,$2.986,NC
HERTFORD County,$2.899,NC
HYDE County,$3.186,NC
WAYNE County,$2.840,NC
SWAIN County,$2.958,NC
CLAY County,$2.859,NC
TRANSYLVANIA County,$2.904,NC
HENDERSON County,$2.820,NC
POLK County,$2.878,NC
RUTHERFORD County,$2.774,NC
LINCOLN County,$2.793,NC
GASTON County,$2.808,NC
CABARRUS County,$2.867,NC
BLADEN County,$2.745,NC
ORANGE County,$2.946,NC
MITCHELL County,$2.811,NC
MADISON County,$3.010,NC
BUNCOMBE County,$2.887,NC
HAYWOOD County,$2.868,NC
WASHINGTON County,$2.707,NC
PITT County,$2.724,NC
GREENE County,$2.755,NC
ONSLOW County,$2.840,NC
COLUMBUS County,$2.795,NC
PAMLICO County,$2.771,NC
CARTERET County,$2.842,NC
DARE County,$2.858,NC
DIVIDE County,$2.814,ND
RENVILLE County,$2.912,ND
BOTTINEAU County,$2.855,ND
ROLETTE County,$3.068,ND
CAVALIER County,$2.799,ND
PEMBINA County,$2.814,ND
WILLIAMS County,$2.961,ND
WARD County,$2.887,ND
MCHENRY County,$2.937,ND
BENSON County,$2.886,ND
RAMSEY County,$2.894,ND
WALSH County,$2.786,ND
GRAND FORKS County,$2.700,ND
MCKENZIE County,$3.033,ND
GOLDEN VALLEY County,$2.899,ND
BILLINGS County,$3.209,ND
DUNN County,$2.997,ND
MCLEAN County,$2.835,ND
WELLS County,$2.899,ND
FOSTER County,$2.894,ND
STEELE County,$2.752,ND
CASS County,$2.656,ND
BARNES County,$2.902,ND
MORTON County,$2.923,ND
SIOUX County,$2.949,ND
RANSOM County,$2.683,ND
RICHLAND County,$2.647,ND
SARGENT County,$2.726,ND
DICKEY County,$2.819,ND
MCINTOSH County,$2.899,ND
HARRISON County,$2.916,OH
MONROE County,$2.975,OH
NOBLE County,$2.891,OH
MORGAN County,$2.966,OH
PERRY County,$2.894,OH
TUSCARAWAS County,$2.966,OH
MAHONING County,$2.832,OH
MAHONING County,$2.775,OH
LOGAN County,$2.886,OH
MORROW County,$2.888,OH
ROSS County,$2.882,OH
DARKE County,$2.838,OH
HENRY County,$2.641,OH
MERCER County,$2.730,OH
HARDIN County,$2.716,OH
HARDIN County,$2.691,OH
PUTNAM County,$2.764,OH
CHAMPAIGN County,$2.789,OH
SUMMIT County,$2.716,OH
WAYNE County,$2.723,OH
MARION County,$2.927,OH
WARREN County,$2.783,OH
CLERMONT County,$2.780,OH
HIGHLAND County,$2.867,OH
SCIOTO County,$2.727,OH
LAWRENCE County,$2.770,OH
 County,,OH
GALLIA County,$2.733,OH
MEIGS County,$2.801,OH
ATHENS County,$2.977,OH
MUSKINGUM County,$2.818,OH
MORGAN County,$2.891,OH
MONROE County,$2.843,OH
WASHINGTON County,$2.917,OH
CARROLL County,$2.984,OH
JEFFERSON County,$2.910,OH
BELMONT County,$2.832,OH
DELAWARE County,$2.869,OH
UNION County,$2.886,OH
FRANKLIN County,$2.895,OH
CIMARRON County,$2.634,OK
TEXAS County,$2.574,OK
BEAVER County,$2.769,OK
HARPER County,$2.742,OK
ALFALFA County,$2.736,OK
GRANT County,$2.449,OK
NOBLE County,$2.503,OK
OSAGE County,$2.703,OK
WASHINGTON County,$2.513,OK
ROGERS County,$2.542,OK
CRAIG County,$2.424,OK
LATIMER County,$2.658,OK
PUSHMATAHA County,$2.766,OK
MUSKOGEE County,$2.410,OK
DEWEY County,$2.793,OK
COMANCHE County,$2.446,OK
HARMON County,$2.329,OK
CUSTER County,$2.573,OK
KIOWA County,$2.643,OK
LE FLORE County,$2.687,OK
CLEVELAND County,$2.465,OK
CARTER County,$2.496,OK
DEWEY County,$2.471,OK
POTTAWATOMIE County,$2.475,OK
STEPHENS County,$2.461,OK
LINCOLN County,$2.689,OK
CADDO County,$2.553,OK
TILLMAN County,$2.509,OK
CHEROKEE County,$2.424,OK
OTTAWA County,$2.388,OK
SEQUOYAH County,$2.704,OK
LATIMER County,$2.704,OK
GARVIN County,$2.506,OK
WASHITA County,$2.599,OK
ROGER MILLS County,$2.579,OK
COLUMBIA County,$3.790,OR
WASHINGTON County,$3.753,OR
CLACKAMAS County,$3.587,OR
HOOD RIVER County,$3.337,OR
WASCO County,$3.279,OR
HARNEY County,$3.799,OR
DOUGLAS County,$3.613,OR
WALLOWA County,$3.952,OR
UNION County,$3.690,OR
BAKER County,$3.597,OR
MALHEUR County,$3.315,OR
GRANT County,$3.714,OR
LAKE County,$3.553,OR
KLAMATH County,$3.407,OR
DOUGLAS County,$3.266,OR
JOSEPHINE County,$3.613,OR
CURRY County,$3.719,OR
JOSEPHINE County,$3.328,OR
COOS County,$3.328,OR
JACKSON County,$3.500,OR
LANE County,$3.336,OR
BENTON County,$3.253,OR
POLK County,$3.391,OR
TILLAMOOK County,$3.614,OR
ERIE County,$3.448,PA
WARREN County,$3.695,PA
MCKEAN County,$3.681,PA
TIOGA County,$3.304,PA
SULLIVAN County,$3.366,PA
WAYNE County,$3.302,PA
WYOMING County,$3.168,PA
MONROE County,$3.099,PA
LEHIGH County,$3.144,PA
BUCKS County,$3.089,PA
CHESTER County,$3.069,PA
DELAWARE County,$3.044,PA
GREENE County,$3.471,PA
WASHINGTON County,$3.387,PA
WESTMORELAND County,$3.419,PA
CAMBRIA County,$3.435,PA
MERCER County,$3.416,PA
CLEARFIELD County,$3.447,PA
CENTRE County,$3.415,PA
VENANGO County,$3.456,PA
UNION County,$3.094,PA
BERKS County,$3.122,PA
NORTHAMPTON County,$3.105,PA
DAUPHIN County,$3.186,PA
CLINTON County,$3.247,PA
LYCOMING County,$3.239,PA
KENT County,$2.952,RI
PROVIDENCE County,$2.945,RI
WASHINGTON County,$3.012,RI
BRISTOL County,$2.933,RI
NEWPORT County,$3.001,RI
PICKENS County,$2.644,SC
ANDERSON County,$2.634,SC
GREENVILLE County,$2.697,SC
SPARTANBURG County,$2.724,SC
CHEROKEE County,$2.677,SC
YORK County,$2.700,SC
FAIRFIELD County,$2.859,SC
LEE County,$2.871,SC
CLARENDON County,$2.912,SC
ALLENDALE County,$2.974,SC
BAMBERG County,$2.982,SC
COLLETON County,$2.851,SC
JASPER County,$2.877,SC
ORANGEBURG County,$2.793,SC
FLORENCE County,$2.714,SC
MARION County,$2.701,SC
HORRY County,$2.659,SC
GEORGETOWN County,$2.738,SC
BERKELEY County,$2.708,SC
MCCORMICK County,$2.767,SC
OCONEE County,$2.686,SC
NEWBERRY County,$2.706,SC
LEXINGTON County,$2.697,SC
CALHOUN County,$2.778,SC
WILLIAMSBURG County,$2.836,SC
HARDING County,$3.099,SD
PERKINS County,$2.999,SD
MEADE County,$3.070,SD
BUTTE County,$3.149,SD
CUSTER County,$3.031,SD
FALL RIVER County,$2.952,SD
SHANNON County,$2.976,SD
DEWEY County,$2.999,SD
CAMPBELL County,$2.639,SD
WALWORTH County,$2.942,SD
BROWN County,$2.874,SD
MARSHALL County,$2.859,SD
GRANT County,$2.776,SD
KINGSBURY County,$2.659,SD
UNION County,$2.696,SD
TURNER County,$2.815,SD
GREGORY County,$3.107,SD
LYMAN County,$3.032,SD
PENNINGTON County,$2.952,SD
JONES County,$2.799,SD
STANLEY County,$3.016,SD
TRIPP County,$2.866,SD
BRULE County,$3.107,SD
CHARLES MIX County,$2.722,SD
DAVISON County,$2.617,SD
KINGSBURY County,$2.696,SD
SPINK County,$2.907,SD
DAY County,$2.799,SD
HAMLIN County,$2.649,SD
LAKE County,$2.629,SD
LAKE County,$2.649,TN
OBION County,$2.578,TN
GIBSON County,$2.765,TN
WEAKLEY County,$2.583,TN
TIPTON County,$2.728,TN
FAYETTE County,$2.764,TN
HAYWOOD County,$2.892,TN
HUMPHREYS County,$2.576,TN
JOHNSON County,$2.757,TN
VAN BUREN County,$2.799,TN
WILLIAMSON County,$3.029,TN
DICKSON County,$2.629,TN
MACON County,$2.639,TN
OVERTON County,$2.767,TN
PICKETT County,$2.799,TN
CANNON County,$2.820,TN
WILLIAMSON County,$2.592,TN
POLK County,$2.728,TN
MAURY County,$2.599,TN
COFFEE County,$2.624,TN
BENTON County,$2.611,TN
HICKMAN County,$2.689,TN
LAUDERDALE County,$2.761,TN
WILSON County,$2.622,TN
CUMBERLAND County,$2.629,TN
ROANE County,$2.620,TN
HAMILTON County,$2.612,TN
MORGAN County,$2.739,TN
KNOX County,$2.590,TN
DAVIDSON County,$2.717,TN
RUTHERFORD County,$2.645,TN
CUMBERLAND County,$2.799,TN
DEKALB County,$2.641,TN
MCMINN County,$2.665,TN
DALLAM County,$2.480,TX
SHERMAN County,$2.529,TX
HANSFORD County,$2.663,TX
OCHILTREE County,$2.619,TX
HEMPHILL County,$2.724,TX
ROBERTS County,$3.169,TX
HUTCHINSON County,$2.435,TX
ARMSTRONG County,$2.359,TX
RANDALL County,$2.427,TX
HARTLEY County,$2.499,TX
HUDSPETH County,$2.901,TX
JEFF DAVIS County,$3.129,TX
LOVING County,$2.899,TX
WARD County,$2.662,TX
PECOS County,$2.744,TX
PRESIDIO County,$3.129,TX
CROCKETT County,$2.816,TX
ECTOR County,$2.627,TX
UPTON County,$2.915,TX
STERLING County,$2.679,TX
KIMBLE County,$2.688,TX
SCHLEICHER County,$2.729,TX
CONCHO County,$2.749,TX
NEWTON County,$2.744,TX
GALVESTON County,$2.584,TX
JIM HOGG County,$2.794,TX
LA SALLE County,$2.697,TX
REAL County,$2.756,TX
LLANO County,$2.596,TX
BELL County,$2.497,TX
HARDEMAN County,$2.726,TX
KING County,$2.899,TX
DICKENS County,$2.759,TX
FLOYD County,$2.562,TX
LYNN County,$2.754,TX
MITCHELL County,$2.634,TX
RUNNELS County,$2.681,TX
CLAY County,$2.628,TX
BAYLOR County,$2.899,TX
FISHER County,$2.679,TX
COLEMAN County,$2.713,TX
GILLESPIE County,$2.792,TX
IRION County,$2.962,TX
KIMBLE County,$2.644,TX
ERATH County,$2.632,TX
SAN SABA County,$2.801,TX
CULBERSON County,$3.319,TX
HILL County,$2.548,TX
ELLIS County,$2.590,TX
DALLAS County,$2.651,TX
TARRANT County,$2.634,TX
PARKER County,$2.656,TX
STEPHENS County,$2.596,TX
RAINS County,$2.576,TX
HARRISON County,$2.657,TX
LIBERTY County,$2.601,TX
POLK County,$2.595,TX
BRAZORIA County,$2.526,TX
FORT BEND County,$2.556,TX
LAVACA County,$2.676,TX
VICTORIA County,$2.474,TX
WILLACY County,$2.494,TX
WEBB County,$2.455,TX
FRIO County,$2.671,TX
CHILDRESS County,$2.326,TX
FAYETTE County,$2.751,TX
COMAL County,$2.502,TX
EMERY County,$3.409,UT
SAN JUAN County,$3.365,UT
KANE County,$3.285,UT
IRON County,$2.916,UT
PIUTE County,$3.324,UT
BEAVER County,$3.388,UT
MILLARD County,$2.841,UT
DUCHESNE County,$3.066,UT
UTAH County,$2.924,UT
TOOELE County,$2.950,UT
SALT LAKE County,$2.969,UT
MORGAN County,$3.024,UT
WAYNE County,$3.213,UT
EMERY County,$2.919,UT
CARBON County,$2.813,UT
UINTAH County,$3.024,UT
FRANKLIN County,$3.193,VT
GRAND ISLE County,$3.189,VT
ESSEX County,$3.341,VT
ORLEANS County,$3.221,VT
LAMOILLE County,$3.198,VT
WASHINGTON County,$3.210,VT
ADDISON County,$3.015,VT
WINDSOR County,$3.062,VT
WINDSOR County,$2.978,VT
BENNINGTON County,$2.989,VT
RUTLAND County,$3.015,VT
ADDISON County,$3.084,VT
WINDHAM County,$2.978,VT
SCOTT County,$2.884,VA
WASHINGTON County,$2.842,VA
TAZEWELL County,$2.809,VA
MONTGOMERY County,$2.975,VA
ROCKBRIDGE County,$3.030,VA
NOTTOWAY County,$2.999,VA
SOUTHAMPTON County,$2.799,VA
VIRGINIA BEACH CITY County,$2.741,VA
KING GEORGE County,$2.895,VA
FAUQUIER County,$2.995,VA
MADISON County,$3.021,VA
FRANKLIN County,$2.862,VA
BUCHANAN County,$3.036,VA
LEE County,$2.869,VA
RUSSELL County,$2.891,VA
CARROLL County,$2.809,VA
APPOMATTOX County,$2.827,VA
CHARLOTTE County,$2.987,VA
PRINCE EDWARD County,$2.959,VA
POWHATAN County,$2.823,VA
JAMES CITY County,$2.974,VA
KING WILLIAM County,$2.894,VA
ALBEMARLE County,$2.893,VA
CHARLOTTESVILLE CITY County,$2.967,VA
AUGUSTA County,$2.966,VA
HARRISONBURG CITY County,$3.020,VA
ROCKINGHAM County,$2.959,VA
BEDFORD County,$2.865,VA
ALLEGHANY County,$2.939,VA
COVINGTON CITY County,$2.945,VA
FREDERICK County,$2.868,VA
WINCHESTER CITY County,$2.911,VA
PETERSBURG CITY County,$2.759,VA
WHITMAN County,$3.951,WA
COWLITZ County,$3.965,WA
WAHKIAKUM County,$4.599,WA
SKAMANIA County,$4.124,WA
PIERCE County,$3.986,WA
SNOHOMISH County,$3.966,WA
KITSAP County,$4.128,WA
PACIFIC County,$4.377,WA
LEWIS County,$3.978,WA
FERRY County,$3.669,WA
STEVENS County,$3.676,WA
PEND OREILLE County,$3.614,WA
COLUMBIA County,$3.995,WA
GRANT County,$3.954,WA
KITTITAS County,$3.754,WA
YAKIMA County,$3.680,WA
CLARK County,$3.864,WA
ASOTIN County,$3.502,WA
ADAMS County,$4.044,WA
OKANOGAN County,$3.855,WA
GRANT County,$3.199,WV
HARDY County,$3.199,WV
BERKELEY County,$3.147,WV
JEFFERSON County,$3.104,WV
ROANE County,$3.099,WV
GILMER County,$3.149,WV
BOONE County,$2.840,WV
LOGAN County,$2.908,WV
CABELL County,$2.857,WV
HARRISON County,$2.981,WV
WOOD County,$2.727,WV
BURNETT County,$2.818,WI
BAYFIELD County,$2.769,WI
CRAWFORD County,$2.903,WI
GRANT County,$2.883,WI
WAUKESHA County,$2.621,WI
SAINT CROIX County,$2.843,WI
JACKSON County,$2.731,WI
TETON County,$2.743,WY
FREMONT County,$3.204,WY
SUBLETTE County,$3.026,WY
JOHNSON County,$3.206,WY
UINTA County,$2.744,WY
CONVERSE County,$2.914,WY
ALBANY County,$2.624,WY
GOSHEN County,$2.860,WY
PLATTE County,$3.240,WY
WESTON County,$2.852,WY
CAMPBELL County,$2.884,WY
SHERIDAN County,$2.974,WY
PARK County,$3.036,WY
